City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Rodrigues Alves,BR,-7.74,-72.65,85.3,56,0,3.36,clear sky
362,Birnin Kebbi,NG,12.45,4.2,84.74,66,72,14.03,light rain
363,Santa Cruz,BO,-17.8,-63.17,82.4,58,1,13.87,clear sky
364,Natitingou,BJ,10.3,1.38,77.0,78,75,9.17,broken clouds
365,Volchikha,RU,52.03,80.38,63.21,53,5,2.77,clear sky
366,Camopi,GF,3.17,-52.32,83.48,77,93,4.54,light rain
367,Whitianga,NZ,-36.83,175.7,45.0,96,1,4.61,clear sky
368,Clearwater,US,27.97,-82.8,89.01,74,75,4.7,broken clouds
369,Cherskiy,RU,68.75,161.3,35.94,97,90,6.15,overcast clouds
370,Grand Gaube,MU,-20.01,57.66,73.0,72,1,11.01,clear sky
371,Salym,RU,60.06,71.48,60.46,84,0,4.38,clear sky
372,Russell,US,32.35,-85.2,80.6,83,75,9.17,broken clouds
373,Vanavara,RU,60.34,102.28,54.18,77,0,2.86,clear sky
374,Alice Springs,AU,-23.7,133.88,57.2,17,22,5.08,few clouds
375,Port Hardy,CA,50.7,-127.42,48.2,93,40,5.82,scattered clouds
376,Polur,IN,12.5,79.13,87.3,53,85,3.8,overcast clouds
377,Killybegs,IE,54.63,-8.45,57.99,58,75,14.99,broken clouds
378,Palu,ID,-0.89,119.87,75.81,79,53,2.89,broken clouds
379,Altay,CN,47.87,88.12,59.77,52,95,4.52,overcast clouds
380,Aykhal,RU,66.0,111.5,57.2,35,80,4.47,light rain
381,Zhigansk,RU,66.77,123.37,54.37,60,100,8.72,overcast clouds
382,Codrington,AU,-38.27,141.97,60.17,39,100,20.42,overcast clouds
383,Hambantota,LK,6.12,81.12,87.8,62,20,12.75,few clouds
384,Lorengau,PG,-2.02,147.27,81.9,78,44,10.67,scattered clouds
385,Dawlatabad,AF,36.41,64.91,84.42,15,0,8.16,clear sky
386,Beringovskiy,RU,63.05,179.32,50.32,88,100,17.36,light rain
387,Paamiut,GL,61.99,-49.67,44.26,87,100,12.37,overcast clouds
388,Viseu,PT,40.66,-7.91,73.0,37,0,8.01,clear sky
389,Maceio,BR,-9.67,-35.74,80.6,83,75,8.05,broken clouds
390,Haines Junction,CA,60.75,-137.51,46.2,82,98,3.06,overcast clouds
391,Thompson,CA,55.74,-97.86,48.2,93,90,4.7,mist
392,Zaysan,KZ,47.47,84.87,61.29,48,1,7.02,clear sky
393,Tangwani,PK,28.28,69.0,93.2,67,40,11.41,haze
394,Nouadhibou,MR,20.93,-17.03,84.2,66,0,14.99,clear sky
395,Meulaboh,ID,4.14,96.13,80.46,78,100,2.28,light rain
396,Keskin,TR,39.67,33.61,88.05,12,0,8.68,clear sky
397,Desterro,BR,-7.29,-37.09,85.93,41,30,16.89,scattered clouds
398,Shingu,JP,33.73,135.98,77.22,89,0,2.91,clear sky
399,Seoul,KR,37.57,126.98,78.8,100,90,3.13,overcast clouds
400,Kimbe,PG,-5.55,150.14,75.09,88,100,4.56,overcast clouds
401,Richards Bay,ZA,-28.78,32.04,70.9,75,71,7.61,broken clouds
402,Havoysund,NO,71.0,24.66,50.0,61,21,8.05,few clouds
403,Aden,YE,12.78,45.04,88.07,64,73,11.39,broken clouds
404,Charters Towers,AU,-20.1,146.27,58.73,81,8,11.7,clear sky
405,Kyra,RU,49.58,111.98,53.58,90,100,2.95,overcast clouds
406,Loukhi,RU,66.08,33.04,56.66,64,16,4.92,few clouds
407,Alyangula,AU,-13.85,136.42,69.8,88,2,2.24,clear sky
408,Nalut,LY,30.33,10.85,102.38,10,0,4.45,clear sky
409,Hasaki,JP,35.73,140.83,80.6,94,75,6.93,broken clouds
410,Goderich,CA,43.75,-81.72,75.0,67,100,4.0,light rain
411,Provideniya,RU,64.38,-173.3,47.75,87,50,8.75,scattered clouds
412,Ossora,RU,59.24,163.07,45.12,83,91,7.38,overcast clouds
413,Muros,ES,42.78,-9.06,64.0,77,1,5.99,clear sky
414,Olafsvik,IS,64.89,-23.71,52.47,83,100,7.58,overcast clouds
415,Beni Mazar,EG,28.5,30.8,101.97,14,0,9.24,clear sky
416,Severo-Kurilsk,RU,50.68,156.12,50.05,88,99,8.39,overcast clouds
417,Kawambwa,ZM,-9.79,29.08,87.66,21,70,1.79,broken clouds
418,Sur,OM,22.57,59.53,89.74,54,100,11.56,overcast clouds
419,Gerede,TR,40.8,32.2,85.51,18,0,6.93,clear sky
420,Pevek,RU,69.7,170.31,38.75,88,100,2.82,overcast clouds
421,Bambous Virieux,MU,-20.34,57.76,73.0,83,75,12.75,shower rain
422,Hamilton,US,39.18,-84.53,75.0,88,90,6.93,overcast clouds
423,Lasa,IT,46.62,10.7,59.0,100,75,3.36,moderate rain
424,Coolum Beach,AU,-26.53,153.1,60.01,87,74,1.01,broken clouds
425,Venice,US,27.1,-82.45,89.01,70,1,6.93,clear sky
426,Phangnga,TH,8.45,98.53,82.4,78,20,3.36,light rain
427,Carauari,BR,-4.88,-66.9,90.66,52,62,1.81,broken clouds
428,Rio Gallegos,AR,-51.62,-69.22,32.0,75,75,18.34,broken clouds
429,Ust-Omchug,RU,61.15,149.63,33.12,92,0,5.3,clear sky
430,Robertsport,LR,6.75,-11.37,77.81,85,77,16.08,moderate rain
431,Kirundo,BI,-2.58,30.17,75.2,53,75,6.93,broken clouds
432,Bandar-E Anzali,IR,37.47,49.46,80.6,69,20,6.93,few clouds
433,Springbok,ZA,-29.66,17.89,44.4,63,98,17.98,light rain
434,Polunochnoye,RU,60.87,60.42,63.68,78,100,6.17,light rain
435,Mugur-Aksy,RU,50.35,90.5,42.13,81,100,4.61,overcast clouds
436,Christchurch,NZ,-43.53,172.63,59.0,33,17,12.75,few clouds
437,Pombas,CV,17.15,-25.02,87.8,62,75,13.87,broken clouds
438,Los Alamos,US,35.89,-106.31,66.0,63,1,2.46,clear sky
439,Itoman,JP,26.12,127.67,84.2,83,20,10.29,few clouds
440,Moron,AR,-34.65,-58.62,57.99,95,100,8.99,overcast clouds
441,Mon,IN,26.75,95.1,72.99,93,100,2.21,light rain
442,Lakatoro,VU,-16.1,167.42,76.08,87,90,11.72,light rain
443,Santa Cecilia,BR,-26.96,-50.43,76.46,45,0,3.11,clear sky
444,Kupang,ID,-10.17,123.58,74.53,78,29,12.26,scattered clouds
445,Nyahururu,KE,0.04,36.37,60.66,85,42,4.29,moderate rain
446,Belmonte,BR,-15.86,-38.88,78.8,65,40,9.17,scattered clouds
447,Auki,SB,-8.77,160.7,78.1,85,100,4.32,overcast clouds
448,Marsh Harbour,BS,26.54,-77.06,84.65,68,96,7.09,overcast clouds
449,Ulverstone,AU,-41.15,146.17,46.0,89,0,1.92,clear sky
450,Piopio,NZ,-38.47,175.02,51.01,92,37,1.66,scattered clouds
451,Verkhniy Landekh,RU,56.84,42.6,61.43,79,64,11.05,broken clouds
452,Roblin,CA,51.23,-101.36,52.63,81,40,1.7,scattered clouds
453,Oxford,GB,51.75,-1.26,59.0,62,40,16.11,scattered clouds
454,Buta,CD,2.79,24.73,86.52,51,47,3.0,scattered clouds
455,Manokwari,ID,-0.87,134.08,75.65,88,100,5.86,moderate rain
456,Cuenca,EC,-2.88,-78.98,55.4,87,75,2.77,broken clouds
457,Taoudenni,ML,22.68,-3.98,112.42,13,0,18.45,clear sky
458,Iguape,BR,-24.71,-47.56,77.47,62,0,1.34,clear sky
459,Kiama,AU,-34.68,150.87,60.01,56,0,8.99,clear sky
460,Antofagasta,CL,-23.65,-70.4,55.4,71,90,6.93,overcast clouds
461,Caravelas,BR,-17.71,-39.25,80.31,61,14,6.98,few clouds
462,Dwarka,IN,22.24,68.97,82.31,84,100,19.57,moderate rain
463,Carutapera,BR,-1.2,-46.02,85.82,64,87,12.28,overcast clouds
464,Turayf,SA,31.67,38.66,102.2,15,0,4.7,clear sky
465,Howard Springs,AU,-12.5,131.05,75.2,57,99,1.12,overcast clouds
466,Kayunga,UG,0.7,32.89,72.52,74,96,3.47,light rain
467,Khandyga,RU,62.67,135.6,47.7,52,98,3.89,overcast clouds
468,Westport,US,41.14,-73.36,75.2,88,90,5.82,overcast clouds
469,Chuy,UY,-33.7,-53.46,60.87,92,96,3.04,overcast clouds
470,Sinnamary,GF,5.38,-52.95,86.59,65,61,8.46,broken clouds
471,Celestun,MX,20.87,-90.4,81.88,79,93,12.53,overcast clouds
472,Salisbury,GB,51.07,-1.8,63.0,55,51,16.11,broken clouds
473,La Ronge,CA,55.1,-105.28,55.4,93,75,8.05,broken clouds
474,Sabang,ID,5.89,95.32,83.75,71,91,3.4,light rain
475,Ambatofinandrahana,MG,-20.55,46.8,68.56,53,8,15.57,clear sky
476,Pundaguitan,PH,6.37,126.17,84.04,78,100,14.63,overcast clouds
477,Etchojoa,MX,26.92,-109.63,84.99,70,97,8.01,overcast clouds
478,Ilulissat,GL,69.22,-51.1,44.6,70,20,4.7,few clouds
479,San Jeronimo,PE,-11.95,-75.28,55.35,52,4,1.48,clear sky
480,Rawson,AR,-43.3,-65.1,42.15,55,0,15.93,clear sky
481,Asfi,MA,32.3,-9.24,73.18,65,0,27.16,clear sky
482,Eyl,SO,7.98,49.82,83.52,58,6,26.49,clear sky
483,Padang,ID,-0.95,100.35,79.07,80,94,4.18,light rain
484,Hualmay,PE,-11.1,-77.61,63.43,77,79,7.47,broken clouds
485,Baillif,GP,16.02,-61.75,87.8,58,75,13.87,broken clouds
486,Barras,BR,-4.24,-42.29,97.39,28,0,8.32,clear sky
487,Vicksburg,US,32.35,-90.88,84.2,100,90,5.82,overcast clouds
488,Vardo,NO,70.37,31.11,51.8,81,40,5.82,shower rain
489,Nanma,CN,36.18,118.16,79.0,74,0,1.01,light rain
490,Gunjur,GM,13.2,-16.73,86.0,84,75,5.82,thunderstorm
491,Tilichiki,RU,60.47,166.1,42.98,83,100,4.54,overcast clouds
492,Pyrzyce,PL,53.15,14.89,75.0,43,92,10.29,overcast clouds
493,Surman,LY,32.76,12.57,92.98,32,0,15.82,clear sky
494,Bembereke,BJ,10.23,2.66,79.65,76,77,6.58,light rain
495,Saint-Georges,GD,12.06,-61.75,86.0,74,40,9.17,scattered clouds
496,Humberto De Campos,BR,-2.6,-43.46,90.91,45,0,9.6,clear sky
497,Bay Roberts,CA,47.6,-53.26,64.0,100,0,4.0,clear sky
498,Lamar,US,33.67,-95.58,82.0,88,1,8.05,clear sky
499,Sangar,RU,63.92,127.47,59.56,53,100,12.55,overcast clouds
500,Barcelos,PT,41.54,-8.62,75.0,68,20,16.11,few clouds
501,Concordia,AR,-31.39,-58.02,59.0,100,90,6.93,fog
502,Atasu,KZ,48.68,71.64,71.31,33,0,11.12,clear sky
503,Grindavik,IS,63.84,-22.43,51.8,81,75,11.41,broken clouds
504,Bubaque,GW,11.28,-15.83,79.63,81,100,15.9,overcast clouds
505,Turinsk,RU,58.05,63.7,72.73,81,92,5.75,overcast clouds
506,Liverpool,GB,53.41,-2.98,61.0,62,40,12.75,scattered clouds
507,Lerwick,GB,60.15,-1.15,53.6,62,75,14.99,broken clouds
508,Itaituba,BR,-4.28,-55.98,84.2,74,40,5.82,scattered clouds
509,Fairbanks,US,64.84,-147.72,48.2,100,90,4.7,mist
510,Espinosa,BR,-14.93,-42.82,84.58,27,0,11.63,clear sky
511,Santiago De Cao,PE,-7.96,-79.24,63.03,81,61,8.14,broken clouds
512,Villarrica,PY,-25.75,-56.43,85.59,41,0,8.32,clear sky
513,Hrubieszow,PL,50.8,23.89,80.56,60,100,9.17,overcast clouds
514,Nexo,DK,55.06,15.13,66.2,77,4,14.99,clear sky
515,Laguna,US,38.42,-121.42,63.0,77,1,4.7,haze
516,Khasan,RU,42.43,130.64,67.66,95,100,9.13,overcast clouds
517,Buin,CL,-33.73,-70.75,53.01,75,20,1.86,few clouds
518,Abalak,RU,58.13,68.59,65.66,70,32,4.88,scattered clouds
519,Zvishavane,ZW,-20.33,30.07,95.47,10,52,4.21,broken clouds
520,Coahuayana,MX,18.73,-103.68,69.8,83,90,2.71,overcast clouds
521,Medgyesegyhaza,HU,46.5,21.03,96.01,29,0,13.87,clear sky
522,Lata,PT,40.16,-8.33,79.0,57,0,7.0,clear sky
523,Johnson City,US,36.31,-82.35,73.4,94,90,9.17,overcast clouds
524,Verkhoyansk,RU,67.54,133.38,47.37,58,0,3.0,clear sky
525,Ormara,PK,25.21,64.64,81.88,87,20,16.44,few clouds
526,Kadhan,PK,24.48,68.99,87.51,76,100,14.97,moderate rain
527,Lerik,AZ,38.77,48.41,82.4,61,41,8.05,scattered clouds
528,Sambava,MG,-14.27,50.17,76.14,68,3,13.98,clear sky
529,Marystown,CA,47.17,-55.15,63.0,100,0,11.99,light rain
530,Las Margaritas,MX,16.32,-91.98,67.17,86,0,1.61,clear sky
531,Velingara,SN,13.15,-14.12,80.83,84,100,5.35,light rain
532,Kieta,PG,-6.22,155.63,78.28,79,99,4.76,overcast clouds
533,Nantucket,US,41.28,-70.1,71.6,100,90,16.11,mist
534,Yeniseysk,RU,58.45,92.17,54.45,88,0,2.33,clear sky
535,Ponta Do Sol,PT,32.67,-17.1,77.0,61,2,8.75,clear sky
536,Brownsville,US,25.9,-97.5,87.01,88,1,5.82,clear sky
537,Fuerte,PH,17.54,120.36,81.28,78,100,4.7,overcast clouds
538,Flinders,AU,-34.58,150.86,60.01,78,0,1.01,clear sky
539,Taltal,CL,-25.4,-70.48,63.25,48,0,5.64,clear sky
540,Jaque,PA,7.52,-78.17,80.38,79,48,4.81,moderate rain
541,Kismayo,SO,-0.36,42.55,80.08,71,0,14.79,clear sky
542,Duxbury,US,42.04,-70.67,75.2,88,90,10.29,light rain
543,Gwadar,PK,25.12,62.33,81.82,85,46,18.34,scattered clouds
544,Teya,RU,60.38,92.63,53.35,88,86,2.53,overcast clouds
545,Svetlogorsk,BY,52.63,29.73,73.17,58,31,11.39,scattered clouds
546,Kargasok,RU,59.06,80.86,58.62,93,14,5.55,light rain
547,Kulhudhuffushi,MV,6.62,73.07,83.37,70,99,9.26,overcast clouds
548,Mayumba,GA,-3.43,10.66,74.05,90,100,11.59,light rain
549,Sterling,US,39.01,-77.43,75.0,100,90,6.93,light rain
550,Zyryanskoye,RU,56.83,86.63,58.28,93,99,7.29,moderate rain
551,Ishim,RU,56.11,69.49,71.33,68,7,0.29,clear sky
552,Enrile,PH,17.56,121.7,78.6,83,100,2.17,overcast clouds
553,Minab,IR,27.15,57.08,102.2,35,62,4.7,broken clouds
554,North Bay,CA,46.32,-79.47,59.0,93,90,12.75,light rain
555,Qaqortoq,GL,60.72,-46.03,60.8,31,75,16.11,broken clouds
556,Trairi,BR,-3.28,-39.27,87.85,52,42,17.83,scattered clouds
557,San Carlos De Bariloche,AR,-41.15,-71.31,35.6,47,20,18.34,few clouds
558,Khani,GE,41.96,42.96,84.2,58,7,5.82,clear sky
559,Katsuura,JP,35.13,140.3,82.4,88,75,11.41,broken clouds
560,Am Timan,TD,11.03,20.28,84.52,71,98,4.09,overcast clouds
561,Broken Hill,AU,-31.95,141.43,55.4,30,0,10.29,clear sky
562,Hirara,JP,24.8,125.28,84.09,84,72,13.89,broken clouds
563,Uvat,RU,59.14,68.9,61.83,68,87,1.79,overcast clouds
564,Chunskiy,RU,56.08,99.63,55.99,89,100,2.13,overcast clouds
565,Gayny,RU,60.31,54.32,61.12,96,83,2.59,broken clouds
566,Ayni,TJ,39.39,68.54,68.97,41,47,5.08,light rain
567,Parvatipuram,IN,18.78,83.43,80.26,86,88,3.96,moderate rain
568,Wakkanai,JP,45.41,141.67,58.51,79,100,24.32,overcast clouds
569,Osmena,PH,10.52,119.93,82.06,79,100,7.14,light rain
570,Mwense,ZM,-10.38,28.7,96.39,15,43,1.14,scattered clouds
571,Tarakan,ID,3.3,117.63,83.59,75,0,11.59,clear sky
572,Santa Rosa,PH,14.31,121.11,86.0,74,100,9.17,light rain
573,Faro,PT,37.02,-7.93,84.2,20,0,17.22,clear sky
574,Karatau,KZ,43.17,70.47,77.04,29,0,10.65,clear sky
575,Esna,EG,25.29,32.55,104.0,24,0,4.7,clear sky
576,Obihiro,JP,42.92,143.2,57.24,91,100,6.91,light rain
577,Srednekolymsk,RU,67.45,153.68,38.19,90,40,4.25,scattered clouds
578,Maldonado,UY,-34.67,-54.92,59.0,100,90,3.36,mist
579,Bobrovskiy,RU,56.67,60.98,80.6,42,20,6.71,few clouds
580,Salalah,OM,17.02,54.09,77.0,94,90,9.17,overcast clouds
581,Zemio,CF,5.03,25.14,80.33,87,98,3.47,moderate rain
582,Pangnirtung,CA,66.15,-65.71,51.8,62,5,6.93,clear sky
583,Mantua,IT,45.17,10.78,71.6,94,75,12.75,light rain
584,Cairns,AU,-16.92,145.77,68.0,94,90,18.34,light intensity shower rain
585,Cabra,ES,37.47,-4.44,81.0,22,0,3.0,clear sky
586,Maragogi,BR,-9.01,-35.22,80.62,74,3,16.13,clear sky
587,Mkushi,ZM,-13.62,29.39,91.47,12,0,8.77,clear sky
588,Zaragoza,ES,41.66,-0.88,75.2,33,20,24.16,few clouds
589,Pimentel,PE,-6.84,-79.93,62.6,82,20,9.17,few clouds
590,Arawa,PG,-6.21,155.54,76.46,81,99,3.42,overcast clouds
591,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,82.0,89,99,1.57,moderate rain
592,Sahuaripa,MX,29.05,-109.23,78.08,83,50,2.48,scattered clouds
593,Cheremukhovo,RU,60.35,59.99,65.34,84,100,3.38,light rain
594,Keti Bandar,PK,24.14,67.45,83.07,84,100,20.67,overcast clouds
595,Garowe,SO,8.41,48.48,92.46,33,42,20.45,scattered clouds
596,Pemba,MZ,-12.97,40.52,77.74,74,82,13.2,broken clouds
597,Hyeres,FR,43.12,6.12,75.2,78,100,2.24,light rain
598,Ukiah,US,39.15,-123.21,60.01,82,90,4.7,overcast clouds
599,Santa Fe,AR,-31.63,-60.7,64.4,88,90,24.16,overcast clouds
600,Mount Pleasant,US,32.79,-79.86,86.0,79,75,12.75,broken clouds
601,Kjopsvik,NO,68.1,16.37,55.4,54,87,6.93,overcast clouds
602,Kiruna,SE,67.86,20.23,51.8,57,100,9.17,overcast clouds
603,Chapais,CA,49.78,-74.85,51.8,71,90,9.17,overcast clouds
604,Pizarro,CO,4.95,-77.37,75.78,91,100,6.78,light rain
605,Araouane,ML,18.9,-3.53,94.6,41,98,13.87,overcast clouds
606,Teluk Nibung,ID,3.0,99.82,79.95,78,2,2.04,clear sky
607,Formosa,AR,-26.18,-58.18,84.2,42,0,9.17,smoke
608,Pochutla,MX,15.74,-96.47,77.0,64,90,1.59,overcast clouds
609,Stolin,BY,51.89,26.85,76.69,58,47,10.94,scattered clouds
610,Dali,CN,25.7,100.18,64.96,82,100,3.58,overcast clouds
611,Sunyani,GH,7.34,-2.33,85.12,57,81,5.73,light rain
612,Gambela,ET,8.25,34.58,76.82,83,97,3.49,overcast clouds
613,Vaitape,PF,-16.52,-151.75,77.85,79,38,25.41,light rain
614,Ternate,ID,0.8,127.4,80.74,79,100,5.61,light rain
615,Makakilo City,US,21.35,-158.09,78.8,69,1,4.7,clear sky
616,Suamico,US,44.63,-88.04,66.99,72,1,9.17,clear sky
617,Ballitoville,ZA,-29.54,31.21,68.0,77,75,8.05,broken clouds
618,Beloha,MG,-25.17,45.05,83.8,39,76,11.18,broken clouds
619,Sile,TR,41.18,29.61,81.0,66,0,5.99,clear sky
620,Gigmoto,PH,13.78,124.39,77.95,74,100,5.48,moderate rain
621,High Rock,BS,26.62,-78.28,82.4,88,40,3.36,shower rain
622,Manado,ID,1.49,124.85,80.6,69,20,3.36,few clouds
623,Santa Marta,CO,11.24,-74.2,86.0,79,40,4.7,scattered clouds
624,Barranca,PE,-10.75,-77.77,62.98,79,99,6.85,overcast clouds
625,Rockland,US,41.17,-74.05,73.0,96,100,6.17,light rain
626,Prestea,GH,5.43,-2.14,85.75,57,86,9.66,light rain
627,Talnakh,RU,69.49,88.4,60.8,77,40,2.24,scattered clouds
628,Boyuibe,BO,-20.42,-63.28,85.33,29,0,9.24,clear sky
629,Igarka,RU,67.47,86.58,57.81,71,0,5.66,clear sky
630,Kragujevac,RS,44.02,20.92,91.4,49,20,6.93,few clouds
631,Methoni,GR,36.82,21.7,88.0,48,0,12.75,clear sky
632,Moree,AU,-29.47,149.85,50.0,66,0,6.93,clear sky
633,Khatassy,RU,61.9,129.64,59.0,47,100,4.47,overcast clouds
634,Bagaces,CR,10.53,-85.25,75.2,100,75,3.36,fog
635,Bartica,GY,6.4,-58.62,84.2,79,40,2.24,scattered clouds
636,Henties Bay,NA,-22.12,14.28,63.0,68,0,14.0,clear sky
637,Yulara,AU,-25.24,130.99,60.8,21,1,4.7,clear sky
638,Derzhavinsk,KZ,51.1,66.32,79.05,33,8,4.97,clear sky
639,Ojinaga,MX,29.57,-104.42,89.6,33,1,10.29,clear sky
640,Sorong,ID,-0.88,131.25,77.41,89,100,10.85,moderate rain
641,Mehamn,NO,71.04,27.85,50.04,65,17,3.8,few clouds
642,Takoradi,GH,4.88,-1.76,79.32,73,81,14.03,broken clouds
643,Fairview,US,40.81,-74.0,78.01,88,90,9.26,overcast clouds
644,Yueyang,CN,29.33,113.09,77.79,71,0,6.08,clear sky
645,Bolanos De Calatrava,ES,38.91,-3.66,75.99,25,42,5.01,scattered clouds
646,Qiyang,CN,26.59,111.85,80.26,63,5,2.77,light rain
647,Tavricheskoye,RU,54.59,73.64,78.8,36,75,4.47,broken clouds
648,Bilma,NE,18.69,12.92,100.54,24,92,4.99,overcast clouds
649,Davila,PH,18.47,120.58,82.36,77,100,10.42,overcast clouds
650,Inongo,CD,-1.95,18.27,77.59,71,47,2.51,light rain
651,Bumba,CD,2.18,22.47,83.28,61,90,4.09,overcast clouds
652,Adelaide,AU,-34.93,138.6,64.99,23,85,16.11,overcast clouds
653,Solnechnyy,RU,50.72,136.63,50.61,69,100,2.68,overcast clouds
654,Kysyl-Syr,RU,63.9,122.76,55.24,75,100,2.57,light rain
655,Katete,UG,-0.78,29.75,72.64,78,93,1.99,moderate rain
656,Rio Bueno,CL,-40.32,-72.97,32.0,68,42,1.68,scattered clouds
657,Mecca,SA,21.43,39.83,103.89,16,0,23.55,clear sky
658,Oktyabrskoye,RU,43.06,44.74,78.8,54,40,4.47,scattered clouds
659,Koutiala,ML,12.39,-5.46,83.19,70,100,11.18,overcast clouds
660,Mumford,GH,5.26,-0.76,78.24,76,60,14.03,broken clouds
661,Alofi,NU,-19.06,-169.92,75.2,78,65,12.75,broken clouds
662,Tamala,RU,52.54,43.25,71.28,51,74,13.38,broken clouds
663,Tak,TH,16.58,98.83,68.65,100,74,1.86,broken clouds
664,Uige,AO,-7.61,15.06,71.6,73,90,6.93,overcast clouds
665,Ucluelet,CA,48.93,-125.55,53.01,87,20,2.24,few clouds
666,Quezon,PH,7.73,125.1,72.63,86,100,0.87,overcast clouds
667,Nemuro,JP,43.32,145.57,57.88,81,100,15.19,overcast clouds
668,Sibenik,HR,43.73,15.91,91.0,51,0,14.99,clear sky
669,Serowe,BW,-22.38,26.72,90.34,14,100,12.84,overcast clouds
670,Governador Dix-Sept Rosado,BR,-5.46,-37.52,95.4,30,43,16.15,scattered clouds
671,Nangomba,TZ,-10.9,38.5,89.55,35,99,8.39,overcast clouds
672,Mackenzie,CA,55.3,-123.17,35.6,93,1,4.7,clear sky
673,Bokoro,TD,12.38,17.06,85.39,63,90,9.57,light rain
674,Krasnoselkup,RU,65.7,82.47,58.26,78,45,4.36,scattered clouds
675,Krasnoturansk,RU,54.32,91.56,60.8,72,0,8.95,clear sky
676,Maxixe,MZ,-23.86,35.35,78.01,83,75,29.97,broken clouds
677,Ladario,BR,-19.0,-57.6,86.0,28,0,11.41,clear sky
678,Iquique,CL,-20.22,-70.14,59.0,67,90,8.05,overcast clouds
679,Ostrovnoy,RU,68.05,39.51,51.31,59,65,11.61,broken clouds
680,Smithers,CA,54.78,-127.17,42.8,93,90,2.24,overcast clouds
681,Larsnes,NO,62.2,5.58,55.0,80,38,11.01,scattered clouds
682,Peniche,PT,39.36,-9.38,75.0,67,0,11.99,clear sky
683,Cockburn Town,TC,21.46,-71.14,82.96,76,3,9.35,clear sky
684,Yatou,CN,37.15,122.38,72.03,94,7,4.32,clear sky
685,Verkhnyaya Inta,RU,65.98,60.31,52.59,61,100,12.33,overcast clouds
686,Kandrian,PG,-6.22,149.55,77.29,87,57,9.57,broken clouds
687,Tukrah,LY,32.53,20.58,84.58,53,0,13.69,clear sky
688,Chegem,RU,43.28,43.13,82.4,37,75,4.47,broken clouds
689,Kingsport,US,36.55,-82.56,73.99,94,90,10.29,overcast clouds
690,Sao Felix Do Xingu,BR,-6.64,-51.99,96.71,27,76,5.64,broken clouds
691,Panaba,MX,21.28,-88.27,83.93,77,100,11.56,overcast clouds
692,Aginskoye,RU,51.1,114.53,50.18,80,100,6.78,overcast clouds
693,Kharan,PK,28.58,65.42,93.65,10,0,6.96,clear sky
694,Oyem,GA,1.6,11.58,78.73,67,62,4.54,light rain
695,Coquimbo,CL,-29.95,-71.34,51.8,62,13,8.05,few clouds
696,Puerto Narino,CO,-3.77,-70.38,77.0,94,75,1.79,broken clouds
697,Pokhara,NP,28.23,83.98,73.15,84,99,0.65,overcast clouds
698,Campoverde,PE,-8.48,-74.81,80.6,69,20,3.36,few clouds
699,La Asuncion,VE,11.03,-63.86,82.4,83,1,6.93,clear sky
700,Abilene,US,32.45,-99.73,87.8,43,1,6.93,clear sky
701,Benjamin Constant,BR,-4.38,-70.03,77.0,83,95,3.36,overcast clouds
702,Sola,VU,-13.88,167.55,79.54,84,100,20.71,moderate rain
703,Sistranda,NO,63.73,8.83,57.2,62,40,11.41,scattered clouds
